제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜대수,리콜사유,시정대수,시정율(퍼센트)
혼다코리아(주),PILOT,2018-05-23,2019-04-17,2020-09-18,1343,"가. 계기판 에 접속되는 통신 네트워크 상태가 불안정하여 다량의 화상 정보 등이 동시에 통신하는 경우, CPU 의 정보처리 능력이 부족하여 계기판의 차량 속도 등의 표시 또는 차량 디스플레이와 후방 카메라 영상 을 표시할 수 없음. 나. 해당 결함은 FMVSS 101조의 S2항 ""계기판 표시기 의 가시성 및 인식 보장"", 111 조의 S5.5.5항 ""후방 카메라영상 의 가시성 유지"" 조건을 충족시키지 못하여 제작결함 시정 조치를 진행.",1304,97.1
혼다코리아(주),ODYSSEY,2017-06-19,2019-10-15,2020-09-18,2424,"가. 계기판 에 접속되는 통신 네트워크 상태가 불안정하여 다량의 화상 정보 등이 동시에 통신하는 경우, CPU 의 정보처리 능력이 부족하여 계기판의 차량 속도 등의 표시 또는 차량 디스플레이와 후방 카메라 영상 을 표시할 수 없음. 나. 해당 결함은 FMVSS 101조의 S2항 ""계기판 표시기 의 가시성 및 인식 보장"", 111 조의 S5.5.5항 ""후방 카메라영상 의 가시성 유지"" 조건을 충족시키지 못하여 제작결함 시정 조치를 진행.",2327,96
폭스바겐그룹코리아 주식회사,A6 40 TDI,2020-08-03,2020-08-03,2020-12-14,1,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",1,100
폭스바겐그룹코리아 주식회사,A6 40 TDI Premium,2020-07-29,2020-08-04,2020-12-14,5,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",5,100
폭스바겐그룹코리아 주식회사,A6 40 TDI qu. Premium,2020-07-29,2020-08-03,2020-12-14,5,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",5,100
폭스바겐그룹코리아 주식회사,A6 45 TDI qu. Premium,2020-07-30,2020-08-04,2020-12-14,2,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",2,100
폭스바겐그룹코리아 주식회사,A6 45 TFSI Premium,2020-07-30,2020-08-04,2020-12-14,2,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",2,100
폭스바겐그룹코리아 주식회사,A6 45 TFSI qu. Premium,2020-08-04,2020-08-04,2020-12-14,1,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",1,100
폭스바겐그룹코리아 주식회사,A7 50 TDI qu. Premium,2020-07-28,2020-07-28,2020-12-14,1,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",1,100
폭스바겐그룹코리아 주식회사,A7 55 TFSI qu. Premium,2020-08-04,2020-08-04,2020-12-14,1,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",1,100
폭스바겐그룹코리아 주식회사,Q7 45 TDI qu.,2020-07-31,2020-08-04,2020-12-14,9,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",9,100
폭스바겐그룹코리아 주식회사,Q7 45 TDI qu. Premium,2020-07-31,2020-08-06,2020-12-14,37,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",37,100
폭스바겐그룹코리아 주식회사,S6 TDI,2020-07-31,2020-07-31,2020-12-14,1,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",1,100
폭스바겐그룹코리아 주식회사,S7 TDI,2020-07-29,2020-07-29,2020-12-14,1,"특정 기간 동안 생산된 일부 차량의 전방 도어(운전석/동승석)에 장착된 사이드/커튼 에어백 충돌압력 센서가 다이캐스팅 공정상의 오류로 인하여, 센서 연결 커넥터의 고정하는 부분 형상이 정상적으로 제작되지 않았을 가능성이 있습니다. 이러한 경우, 사용 기간 중에 센서 커넥터가 제대로 연결되지 않아, 충돌압력 센서가 정상 작동되지 않을 수 있습니다.",1,100
(주)스즈키씨엠씨,ADDRESS125,2018-06-25,2019-05-21,2020-11-09,1216,후사경(백미러)의 차체 연결부에 방수를 위해 장착되어 있는 고무부츠가 배수가 원활히 되지 않는 구조로 제작 장착되어 수분이 스며들어 방치가 되었을 경우 연결부가 부식될 가능성이 있습니다.,236,19.41
스텔란티스코리아주식회사,300C,2015-02-23,2017-07-06,2020-10-30,1170,동차의 후부반사기가 자동차 안전기준에서 규정(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 49조에 상응하는 UN R3)하는 반사성능에 미치지 못함,782,66.84
(주)볼보자동차코리아,S80,2003-04-03,2006-01-24,2021-11-01,1595,"운전석 에어백 인플레이터(Inflator/에어백 가스 발생장치)에 사용된 5AT 148 N 추진제가 덥고 습한 환경과 같은 특정 조건에 자주 노출되게 되면, 추진제의 성분 중 하나인 질산나트륨의 특성에 의해 수분이 흡수되어 알갱이의 체적 변화가 일어나게 됩니다. 이는 추진제 알갱이의 내부 응력을 일으키게 되어 시간이 지남에 따라 알갱이가 부식되기 시작하고 먼지 입자를 형성하게 됩니다. 먼지 입자는 연소되는 표면적을 증가시켜 연소율을 높이게 되고, 연소율이 높을수록 연소실 압력이 높아져 인플레이터의 파열될 수 있는 위험이 높아지게 됩니다.",1164,72.98
(주)볼보자동차코리아,S60,2003-04-03,2008-10-28,2021-11-01,2336,"운전석 에어백 인플레이터(Inflator/에어백 가스 발생장치)에 사용된 5AT 148 N 추진제가 덥고 습한 환경과 같은 특정 조건에 자주 노출되게 되면, 추진제의 성분 중 하나인 질산나트륨의 특성에 의해 수분이 흡수되어 알갱이의 체적 변화가 일어나게 됩니다. 이는 추진제 알갱이의 내부 응력을 일으키게 되어 시간이 지남에 따라 알갱이가 부식되기 시작하고 먼지 입자를 형성하게 됩니다. 먼지 입자는 연소되는 표면적을 증가시켜 연소율을 높이게 되고, 연소율이 높을수록 연소실 압력이 높아져 인플레이터의 파열될 수 있는 위험이 높아지게 됩니다.",1760,75.34
명원아이앤씨(주),FLETA LS1,2020-11-18,2021-06-22,2021-10-28,471,"FLETA LS1 (명원아이앤씨㈜ 제조) 차량의 고정형(A), 탈부착형(B) 두 개의 배터리가 BMS와 서로 정보를 주고받는 과정에서 B배터리가 먼저 소진된 후 A배터리로 자동 전환이 되어야 하나, 배터리와 BMS간 통신 오류로 인해 간헐적으로 주행 중 시동 꺼짐 현상 발생",127,26.96
포드세일즈서비스코리아(유),2020-2021 Explorer PHEV,2019-12-02,2021-09-03,2021-10-26,321,"일부 2020-2021년식 Aviator, Corsair 및 Explorer 차량은 후진 시 후방 카메라 작동 시작 시에 후방카메라 내부 출력 회로의 간헐적인 작동 이상으로 인하여 후방 카메라를 포함한 하나 이상의 360° 카메라*의 화면이 디스플레이에 표시되지 않고 블루 스크린이 발생할 수 있습니다. *360도 카메라 시스템: 차량의 외부에 장착된 전, 후, 좌, 우 4개의 카메라의 영상을 조합하여 마치 차량 위에서 내려보는 듯한 이미지를 보여주어 차량주변 상황파악에 도움을 주는 시스템입니다.",314,97.82
포드세일즈서비스코리아(유),2020-2021 Explorer,2019-05-09,2021-09-05,2021-10-26,10527,"일부 2020-2021년식 Aviator, Corsair 및 Explorer 차량은 후진 시 후방 카메라 작동 시작 시에 후방카메라 내부 출력 회로의 간헐적인 작동 이상으로 인하여 후방 카메라를 포함한 하나 이상의 360° 카메라*의 화면이 디스플레이에 표시되지 않고 블루 스크린이 발생할 수 있습니다. *360도 카메라 시스템: 차량의 외부에 장착된 전, 후, 좌, 우 4개의 카메라의 영상을 조합하여 마치 차량 위에서 내려보는 듯한 이미지를 보여주어 차량주변 상황파악에 도움을 주는 시스템입니다.",10189,96.79
포드세일즈서비스코리아(유),2020-2021 Corsair,2019-07-12,2021-08-31,2021-10-26,1431,"일부 2020-2021년식 Aviator, Corsair 및 Explorer 차량은 후진 시 후방 카메라 작동 시작 시에 후방카메라 내부 출력 회로의 간헐적인 작동 이상으로 인하여 후방 카메라를 포함한 하나 이상의 360° 카메라*의 화면이 디스플레이에 표시되지 않고 블루 스크린이 발생할 수 있습니다. *360도 카메라 시스템: 차량의 외부에 장착된 전, 후, 좌, 우 4개의 카메라의 영상을 조합하여 마치 차량 위에서 내려보는 듯한 이미지를 보여주어 차량주변 상황파악에 도움을 주는 시스템입니다.",1396,97.55
포드세일즈서비스코리아(유),2020-2021 Aviator PHEV,2020-02-12,2021-08-25,2021-10-26,144,"일부 2020-2021년식 Aviator, Corsair 및 Explorer 차량은 후진 시 후방 카메라 작동 시작 시에 후방카메라 내부 출력 회로의 간헐적인 작동 이상으로 인하여 후방 카메라를 포함한 하나 이상의 360° 카메라*의 화면이 디스플레이에 표시되지 않고 블루 스크린이 발생할 수 있습니다. *360도 카메라 시스템: 차량의 외부에 장착된 전, 후, 좌, 우 4개의 카메라의 영상을 조합하여 마치 차량 위에서 내려보는 듯한 이미지를 보여주어 차량주변 상황파악에 도움을 주는 시스템입니다.",143,99.31
포드세일즈서비스코리아(유),2020-2021 Aviator,2019-08-29,2021-08-30,2021-10-26,2757,"일부 2020-2021년식 Aviator, Corsair 및 Explorer 차량은 후진 시 후방 카메라 작동 시작 시에 후방카메라 내부 출력 회로의 간헐적인 작동 이상으로 인하여 후방 카메라를 포함한 하나 이상의 360° 카메라*의 화면이 디스플레이에 표시되지 않고 블루 스크린이 발생할 수 있습니다. *360도 카메라 시스템: 차량의 외부에 장착된 전, 후, 좌, 우 4개의 카메라의 영상을 조합하여 마치 차량 위에서 내려보는 듯한 이미지를 보여주어 차량주변 상황파악에 도움을 주는 시스템입니다.",2714,98.44
한불모터스(주),Peugeot e-208 Electric,2020-07-05,2020-09-16,2020-11-17,14,생산 라인의 조립 과정에서 작업자의 실수로 국내 안전 기준 [자동차 및 자동차부품의 성능과 기준에 관한 규칙] 제108조에서 정하는 기준에 부적합한 센터콘솔(내부격실문)이 장착되었습니다.,14,100
한불모터스(주),Peugeot e-208 Electric,2020-09-11,2020-09-11,2020-11-17,1,생산 라인의 조립 과정에서 작업자의 실수로 국내 안전 기준 [자동차 및 자동차부품의 성능과 기준에 관한 규칙] 제108조에서 정하는 기준에 부적합한 센터콘솔(내부격실문)이 장착되었습니다.,1,100
한국지엠(주),캡티바,2010-08-27,2011-04-20,2020-12-18,767,"자동변속기 제어장치인 테컴 내부의 압력 조절 솔레노이드 밸브 일부가 용접품질 문제로 인해 변속기 오일 누유 현상이 발생할 가능성이 있고 이로 인하여 적절하지 못한 유압제어로 인한 변속불량, 가속불량 등의 현상이 발생할 수 있으며 이를 적기에 조치하지 않을 경우, 동력전달 손실 현상이 발생할 가능성이 있음.",645,84.09
