"","리콜사유","Classification","Part.Type","Specific.Part"
"1218","※ 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제 80조에서 정한 후부반사기 반사성능 기준 부적합 - 야마하 인도네시아(법인공장)는 스탠리 인도네시아(Indonesia Stanley Electric)에서 생산된 후부반사기를 장착하여 모터사이클을 생산합니다. 하지만 스탠리社에서 후부반사기를 성형에 사용하는 금형 품질관리(유지보수)에 적절한 주의를 다하지 못하여 금형 표면에 불순물이 퇴적 되었으며, 이로 인해 생산된 제품의 반사면이 거칠어지고 경면이 손상되어 반사광이 부족한 현상이 발생하였습니다.","Safety","Engine","Unknown"
"1219","해당 차량의 제조공정 시에 앞바퀴 브레이크 호스 브라켓의 위치가 규격을 벗어나 장착","Safety","Brakes","Brakes"
"1220","컨넥팅 로드가 제조 규격과 다르게 강성이 부족한 상태로 생산이 되었습니다. 이로 인해 컨넥팅 로드 표면에 균열이 발생할 수 있으며, 고부하 주행 시에는 크랭크 샤프트와의 연결부가 절손 될 수 있습니다.","Safety","Other","Unknown"
"1221","난연재가 적용된 운전석 시트(좌판부) 커버의 측면 패드 스펀지 두께가 얇아 내인화성 부족으로 자동차 안전기준 95조(차실내장재의 내인화성)에서 정한 기준에 미달합니다.","Safety","Brakes","Seats"
"1222","차량의 차체높이, 차체길이, 축간거리, 오버행이 '자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제115조(제원의 허용차) 및 별표33'에서 정하는 제원의 허용차를 초과함","Safety","Body/Chassis","Unknown"
"1223","후륜 완충장치와 차체를 연결하는 부품(릴레이레버 고정 볼트 및 너트)의 결함으로 볼트가 파손 될 경우 완충장치가 제대로 작동하지 않아 안전운행에 지장을 줄 가능성","Safety","Body/Chassis","Unknown"
"1224","뒷자석 어린이보호용 좌석부착장치가 3곳에 설치되어야 하나 2곳에만 설치되어 어린이보호용 좌석이 완전히 고정되지 않을 가능성이 있어 자동차 안전기준*을 위반 * 미국 연방자동차안전기준(FMVSS) 225 : 뒷자석 어린이보호용 좌석부착장치의 상부 부착구가 3곳에 설치되어야 함, 리콜대상차량은 한미 FTA에 따라 미국 연방자동차안전기준(FMVSS)을 준수한다고 인증한 자동차","Safety","Electrical","Unknown"
"1225","임의로 구조물 등을 장착하여 차량 총중량을 자기인증 한 내용과 다르게 제작 판매","Safety","Other","Unknown"
"1226","운전석에 장착된 에어백 모듈의 내부 추진제가 고온 다습한 조건에 수년간 노출된 경우, 에어백 전개시 과도한 폭발로 인해 인플레이터 몸체가 파열될 수 있습니다.","Safety","Interior Safety","Unknown"
"1227","연료주입구 마개(연료캡)의 고무 패킹의 제작이 잘못되어 연료탱크로 수분이 들어갈 수 있으며, 이로 인하여 연료탱크 부식 및 시동꺼짐이 발생할 가능성","Safety","Fuel System","Fuel Pump"
"1228","연료파이프가 제대로 고정되지 않아 주변부품과 마찰로 인하여 손상 될 수 있으며, 손상된 부위로 연료가 누출될 경우 화재가 발생할 가능성","Safety","Fuel System","Fuel Pump"
"1229","조향장치 덮개(파워 스티어링 메커니즘 케이싱)가 얇게 제작되어 균열이 발생될 수 있으며, 균열이 발생 된 부위로 수분이 유입될 경우 조향장치 내 부품이 부식되어 운전자가 의도한대로 조향이 되지 않을 가능성","Safety","Steering","Unknown"
"1230","고속도로모드에서 9.4% 부족하여 안전기준 제111조의4(연료소비율) 위반","Safety","Fuel System","Fuel Pump"
"1231","DLT (Dynamic Locking Tongue) 기능이 없는 안전벨트가 장착된 차량의 뒷좌석 좌우측 안전벨트 걸쇠가 뒤쪽 기둥 (C 필러) 패널과 뒷좌석 패널 사이로 들어갈 수 있습니다. 이 경우, 뒷좌석 좌우측의 안전벨트를 사용하지 못할 수 있습니다. ※ DLT (Dynamic Locking Tongue): 강한 충돌 시 발생 시 안전벨트가 탑승자를 지지하지 못하고 미끄러지는 현상 발생. 이러한 현상을 방지하여 운전자의 피해를 줄여주는 기능.","Safety","Seats and Interior","Unknown"
"1232","앞유리 와이퍼 연결부품의 제작결함으로 와이퍼가 작동하지 않아 안전운행에 지장을 줄 가능성","Safety","Window Glass","Unknown"
"1233","엔진오일의 냉각기능을 하는 오일쿨러의 조립과정에서 연결부품 체결작업이 제대로 안되어 오일쿨러호스가 주행 중 분리될 수 있으며, 오일쿨러호스가 분리될 경우 엔진오일이 누유되어 시동이 꺼질 가능성","Safety","Engine","Engine"
"1234","와이어링 하네스가 뒷좌석 발 받침대 또는 러기지 박스 체결면 사이에 끼일 수 있도록 조립되었습니다.","Safety","Seats and Interior","Unknown"
"1235","악셀레이터의 위치를 파악하는 센서 이상으로 엔진제어장치가 작동될 수 있고 이경우 엔진출력이 제한되어 최소속도로만 운행이 가능하게 되어 안전운행에 지장","Safety","Engine","Engine"
"1236","Polyphenilene sulphide(PPS) 플라스틱 소재를 사용한 프론트 브레이크 피스톤의 재질이 약하여 균열이 발생할 수 있음.","Safety","Brakes","Brakes"
"1237","커튼 에어백의 인플레이터 구성품인 디퓨저가 인플레이터 본체에 조립이 될 때 인플레이터가 조립 장비의 정위치에 있지 않아 정상적으로 조립되지 않았음. 이로 인하여 커튼 에어백 전개 시 인플레이터의 디퓨저 구성품이 이탈될 경우 에어백이 정상적으로 전개되지 않아 에어백 성능이 저하될 가능성이 있음. * 인플레이터: 에어백을 부풀리는 가스 발생 장치 디퓨저: 인플레이터 본체에서 발생하는 고온/고압의 가스를 360도 방향으로 분사하는 장치.","Safety","Interior Safety","Unknown"
"1238","차의 축 방향 힘이 자주 가행지거나 제동력이 자주 인가되는 상태로 차를 오래 지속적으로 운전하면 후방 토우 링크가 후방 서브프레임에서 분리될 가능성 발견","Safety","Other","Unknown"
"1239","연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형 되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음.","Safety","Fuel System","Fuel Pump"
"1240","리어 테일 램프는 해당 부품을 제작하는 업체에서 개별 테일 램프의 측정시 오류로 인하여 「자동차 및 자동차부품의 성능과 기준에 관한 규칙」 제 42조에 상응하는 UN R7(Rear Position Lamp)에서 정하는 기준 부적함으로 확인됨","Safety","Other","Unknown"
"1241","BMW X5 xDrive30d 모델 중 일부 차량에서 스티어링기어의 제작결함이 발견 되었습니다. 스티어링기어는 랙과 피니언의 구조로 작동 됩니다. 운전자가 조향 휠(핸들)을 회전시키면 연결된 스티어링칼럼이 회전하고 피니언기어가 회전하며 랙이 좌, 우로 움직이며 차량이 선회 하게 됩니다. 해당 결함은 랙을 생산하는 당시 생산공정상 열처리 과정의 오류로 200~240℃에 도달한 상태에서 열처리가 되지 않고 100℃에서 열처리가 되었습니다.","Safety","Steering","Unknown"
"1242","카본 세라믹 브레이크 디스크의 부식 균열로 인하여 급속벨(휠허브 연결부)을 고정하고 있는 스테인레스 스틸 나사 손상으로 제동거리가 길어져 안전운행에 지장","Safety","Wheels","Brakes"
"1243","크랭크축의 가공상의 문제로 파손(절손) 가능성이 있습니다.","Safety","Other","Unknown"
"1244","냉각 펌프의 베어링이 제조 공정에서 사양에 맞지 않게 제작되어 냉각 펌프가 정상 작동되지 않을 가능성이 있습니다.","Safety","Air Conditioning","Unknown"
"1245","스펙보다 장시간 동안 가류 공정을 통과한 타이어는 내구성이 저하되어 사이드월(Sidewall) 부위의 카커스(Carcass) 손상 및 트레드(Tread) 부위의 마모가 가속화될 가능성이 있음. * 가류 공정: 모든 구성 재료를 붙여 성형된 원통형 타이어를 몰드(틀)에 넣고 내/외부에서 열과 압력을 가해 고무의 탄성 및 원하는 구조, 형상, 외관, 기계적/화학적 특성을 부여하는 공정.","Safety","Wheels","Tires"
"1246","뒷범퍼 후퇴등 커넥터가 차체와 가까워 범퍼 후퇴등에 2.5km/h 속도로 충격시 후퇴등 커넥터와 차체 간섭으로 전구가 분리될 수 있는 가능성","Safety","Suspension","Unknown"
"1247","DC-DC 컨버터*(전압변환장치) 부품의 생산 설비관리가 부적절하여, 내부 기판의 납땜이 불충분 할 수 있으며, 이 경우 사용과정 상의 온도변화의 반복으로 인해 납땜이 손상될 가능성이 있음. *DC-DC 컨버터: 하이브리드 배터리의 전압을 감압하여, 보조 배터리를 충전 시키는 장치","Safety","Electrical","Unknown"
"1248","승객석 에어백 쿠션 공급업체 (JSS Joyson Safety System)의 생산 공정상의 문제로 에어백 폴딩 쿠션의 가스 경로의 폭이 좁게 제작 되어 고온에서 에어백 전개 시 인플레이터의 가스의 분출 경로가 제한되고 이로 인해 내부 압력이 예기치 않게 상승하여 에어백 쿠션이 찢어질 수 있습니다","Safety","Interior Safety","Unknown"
"1249","노후되어 수분을 많이 흡수한 DOT3 브레이크액과 유압제어장치(HCU) 내부 밸브 실린더의 아연 도금의 화학 반응으로 인하여 젤이 형성될 수 있습니다.","Safety","Brakes","Brakes"
"1250","전방 창유리(윈드스크린) 상단에 부착된 다기능 카메라 조립 공정에서 작업자의 실수로 전기차량의 제원에 맞는 소프트웨어가 아닌 내연기관 차량의 소프트웨어가 탑재 되었습니다.","Safety","Electrical","Unknown"
"1251","부품 제조 공정 상의 오류로 리턴스프링의 장력이 설계범위를 만족하지 못할 가능성이 있습니다.","Safety","Other","Unknown"
"1252","업체의 조립라인 공정에서 소프트웨어 검증 로직(error proofing)의 오류로 인해 어큐뮬레이터 커버의 고정 볼트 4개 중 2개가 미체결된 상태로 공정이 진행 되었을 가능성이 있음.","Safety","Other","Unknown"
"1253","차량 생산과정에서의 오류로 인하여 에어백 장착 상태가 정상적인 위치가 아닌 꼬인 상태로 장착된 것이 확인되었습니다.","Safety","Interior Safety","Unknown"
"1254","조향장치(R-MDPS)의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입됨 * 양산차량 68대 : '19.10.8~'20.1.17 A/S차량 40대 : '17.5.15~'19.11.11 ('19.9.20~'20.7.17 기간에 R-MDPS 부품을 교환 받으셨을 경우 문제 부품이 장착되었을 가능성이 있어 점검 및 필요시 교환 조치를 하는 사항입니다)","Safety","Steering","Unknown"
"1255","조향장치(R-MDPS)의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입됨","Safety","Steering","Unknown"
"1256","개발과정 오류로 인해, 엔진오일 마개1가 주행 중 최대 하중을 버티지 못할 수 있습니다. 역동적인 주행 시 발생하는 높은 엔진오일 압력으로 인해 마개로부터 엔진오일이 누유될 수 있습니다.","Safety","Engine","Engine"
"1257","연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다.","Safety","Fuel System","Fuel Pump"
"1258","후방 카메라 내부 PCB (Printed Circuit Board: 인쇄 회로 기판)에 전기 전도성이 부족하면 카메라가 간헐적으로 작동할 수 있으며, 이로 인하여 간헐적으로 빈 이미지 또는 왜곡된 이미지를 화면에 표시하여 운전자의 후방 시야를 감소시킬 수 있음","Safety","Electrical","Unknown"
"1259","긴급 제동 보조 시스템(PCS)*의 충돌 전 제동 보조 프로그램이 부적절하였을 가능성이 있음. *긴급 제동 보조 시스템(PCS): 전방 차량을 감지하여 충돌 가능성이 높거나 사고발생을 피하기 어렵다고 판단하면 운전자에게 경고하고, 필요 시 제동력을 개입해 브레이크 작동을 보조하는 장치.","Safety","Brakes","Brakes"
"1260","연료펌프 컨트롤 컴퓨터의 연료펌프 제어가 부적절하여, 장시간 주차 후 연료 압력이 낮은 상태에서 시동을 걸었을 때 연료 펌프가 정상적으로 작동하지 않을 가능성이 있음.","Safety","Fuel System","Fuel Pump"
"1261","발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성이 발견되었습니다","Safety","Electrical","Unknown"
